form_id,lobbyist_registrant,organization_firm,employer,registration_period
LR98715,Protect Employer Health Plans Coalition - PEHP-C,Protect Employer Health Plan Coalition,Protect Employer Health Plans Coalition - PEHP-C,01/09/17-10/31/17
LR96910,"Purnell, I. Vanessa",MedStar Health,MedStar Health,11/01/16-10/31/17
LR97413,"Quigley, Tinna Damaso","Funk & Bolton, P.A.",American Council of Life Insurers,11/01/16-10/31/17
LR97415,"Quigley, Tinna Damaso","Funk & Bolton, P.A.","League of Life & Health Insurers of Maryland, Inc.",11/01/16-10/31/17
LR97428,"Quigley, Tinna Damaso","Funk & Bolton, P.A.",Maryland Insurance Alliance,11/01/16-10/31/17
LR98661,"Quigley, Tinna Damaso","Funk & Bolton, P.A.",America's Health Insurance Plans,01/06/17-10/31/17
LR139664,"Quigley, Tinna Damaso","Funk & Bolton, P.A.",USAA,09/28/17-10/31/17
LR97430,"Quigley, Tinna Damaso","Funk & Bolton, P.A.","Anthem, Inc. and Its Affiliates including Amerigroup Maryland",11/01/16-10/31/17
LR97426,"Quigley, Tinna Damaso","Funk & Bolton, P.A.",Alliance of Maryland Dental Plans,11/01/16-10/31/17
LR96698,"Quinn, Brian M","Venable, LLP",Dell Inc.,11/01/16-10/31/17
LR96706,"Quinn, Brian M","Venable, LLP","Red Bull North America, Inc.",11/01/16-10/31/17
LR98799,"Quinn, Brian M","Venable, LLP",C.P. Crane LLC,01/11/17-10/31/17
LR96625,"Quinn, Brian M","Venable, LLP",Washington Gas,11/01/16-10/31/17
LR96701,"Quinn, Brian M","Venable, LLP",Enoch Pratt Free Library,11/01/16-10/31/17
LR96703,"Quinn, Brian M","Venable, LLP","Marriott International, Inc., The",11/01/16-10/31/17
LR96725,"Quinn, Brian M","Venable, LLP",Domtar Corporation,11/01/16-10/31/17
LR96761,"Quinn, Brian M","Venable, LLP",Maryland CASH Campaign / Job Opportunities Task Force,11/01/16-10/31/17
LR96764,"Quinn, Brian M","Venable, LLP",AES Warrior Run,11/01/16-10/31/17
LR96765,"Quinn, Brian M","Venable, LLP",BSCAmerica Companies,11/01/16-10/31/17
LR109214,"Quinn, Brian M","Venable, LLP",Kimberly-Clark Corporation,03/01/17-10/31/17
LR96726,"Quinn, Brian M","Venable, LLP",Downtown Partnership of Baltimore,11/01/16-10/31/17
LR96729,"Quinn, Brian M","Venable, LLP","Lexington Market, Inc.",11/01/16-10/31/17
LR96747,"Quinn, Brian M","Venable, LLP",Baltimore Gas and Electric Company,11/01/16-10/31/17
LR96759,"Quinn, Brian M","Venable, LLP",Baltimore Child Abuse Center,11/01/16-10/31/17
LR96620,"Quinn, Brian M","Venable, LLP","Neighborhood Housing Services of Baltimore, Inc.",11/01/16-10/31/17
LR96621,"Quinn, Brian M","Venable, LLP",Montgomery County Chamber of Commerce,11/01/16-10/31/17
LR96624,"Quinn, Brian M","Venable, LLP",Maryland Optometric Association,11/01/16-10/31/17
LR96705,"Quinn, Brian M","Venable, LLP","PPE Casino Resorts Maryland, LLC",11/01/16-10/31/17
LR96721,"Quinn, Brian M","Venable, LLP",Community Blight Solutions,11/01/16-10/31/17
LR98271,"Quinn, John",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/23/16-10/31/17
LR98657,"Quinn, Brian M","Venable, LLP","Pew Charitable Trusts, The",01/01/17-10/31/17
LR109245,"Quinn, Brian M","Venable, LLP",Diageo,03/16/17-10/31/17
LR97833,"Quinn, Brian M","Venable, LLP","Waterfront Partnership of Baltimore, Inc.",11/01/16-10/31/17
LR96766,"Quinn, Brian M","Venable, LLP",Chesapeake Utilities Corporation,11/01/16-10/31/17
LR109211,"Quinn, Brian M","Venable, LLP",National Association of Professional Employer Organizations (NAPEO),03/01/17-10/31/17
LR98233,"Quinonez, Daniel",Howard Consulting Group,Pharmaceutical Research & Manufacturers of America,11/21/16-10/03/17
LR98698,"Raettig, Karla",Maryland League of Conservation Voters,Maryland League of Conservation Voters,01/09/17-10/31/17
LR139448,"Raines, Phillip A",Polaris Solutions,Polaris Solutions,06/23/17-10/31/17
LR95945,"Rainey, Jr., John S","Altria Client Services LLC and its Affiliates -- Philip Morris USA Inc., John Middleton Co., U.S. Smokeless Tobacco Co., and Nu Mark LLC","Altria Client Services LLC and its Affiliates - Philip Morris USA Inc., John Middleton Co., U.S. Smokeless Tobacco Company, LLC and Nu Mark LLC",11/01/16-10/31/17
LR96079,"Raker, Megan Ashley","Shulman, Rogers, Gandal, Pordy & Ecker, P.A.","Nobel Learning Communities, Inc.",11/01/16-10/31/17
LR98526,"Ramos, Odette T","Community Development Network of Maryland, Inc.","Community Development Network of Maryland, Inc.",01/03/17-04/30/17
LR96178,"Rankin, Sr., Robert",Maryland State Education Association,Maryland State Education Association,11/01/16-08/20/17
LR95889,"Ransom, III, Gene M.",Medical & Chirurgical Faculty of Maryland (MedChi),"MedChi, The Maryland State Medical Society",11/01/16-10/31/17
LR98672,"Ranson, Emily M",Clean Water Action,Clean Water Action,01/05/17-10/31/17
LR96818,"Rasmussen, Eric",N/A,Sunovion Pharmaceuticals Inc.,11/01/16-04/30/17
LR97883,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.",International Union of Operating Engineers - Local Number 37,11/01/16-10/31/17
LR97920,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.","HACC - Heating & Air Conditioning Contractors of Maryland, Inc.",11/01/16-10/31/17
LR109234,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.",Town of Elkton,03/13/17-10/31/17
LR97788,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.","Greater Ocean City Maryland Chamber of Commerce, Inc.",11/01/16-10/31/17
LR97887,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.",MedStar Health,11/01/16-10/31/17
LR97923,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.","Mid-Atlantic Microbials, L.L.C.",11/01/16-10/31/17
LR97933,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.",Mirror Political Technology,11/01/16-10/31/17
LR97745,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.","Connections Education, LLC",11/01/16-04/03/17
LR97766,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.",EPIC Pharmacies,11/01/16-10/31/17
LR97886,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.",Maryland Mortgage Bankers Association,11/01/16-10/31/17
LR97930,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.","Rasmussen Swanzey Strategic Partners, LLC",11/01/16-10/31/17
LR97702,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.","American Massage Therapy Association, Maryland Chapter",11/01/16-10/31/17
LR97825,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.",Pearson North America,11/01/16-10/31/17
LR97882,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.","International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers",11/01/16-01/02/17
LR97937,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.",Maryland Alliance for Fair Competition t/a The Maryland Alliance of Energy Contractors,11/01/16-10/31/17
LR97759,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.",ESG - Energy Systems Group,11/01/16-10/31/17
LR97860,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.",HarborRock of Maryland LLC,11/01/16-10/31/17
LR97889,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.","Specialized Education Services, Inc.",11/01/16-02/01/17
LR97915,"Rasmussen, Dennis F","The Rasmussen Group, L.L.C.",Association of Air Conditioning Professionals,11/01/16-10/31/17
LR96125,"Raswant, Maansi K",Maryland Hospital Association,Maryland Hospital Association,11/01/16-10/31/17
LR109110,"Reaman, Darren",Custom Electronic Design & Installation Association,Custom Electronic Design & Installation Association,02/21/17-10/31/17
LR108915,"Redding, Nicholas Alexander",Preservation Maryland,Preservation Maryland,01/30/17-10/31/17
LR109302,"Reed, Brendan",N/A,"Tesla, Inc.",04/01/17-10/09/17
LR98622,"Reed, Brendan",N/A,SolarCity,01/03/17-03/31/17
LR96095,"Regelin, Nancy P","Shulman, Rogers, Gandal, Pordy & Ecker, PA","Lois Wheaton, LLC",11/01/16-10/31/17
LR98590,"Rehr, Rebecca C.",Association of Baltimore Area GrantMakers,Association of Baltimore Area Grantmakers,12/30/16-10/31/17
LR98003,"Reinhardt, Richard  Joseph",Maryland Chamber of Commerce,Maryland Chamber of Commerce,11/07/16-10/31/17
LR95948,"Reith, John  C.","Rifkin Weiner Livingston, LLC","Alkermes, Inc.",11/01/16-10/31/17
LR95949,"Reith, John  C.","Rifkin Weiner Livingston, LLC","America Works of Maryland, Inc.",11/01/16-10/31/17
LR95950,"Reith, John  C.",Rifkin Weiner Livingston LLC,BSCAmerica Companies,11/01/16-10/31/17
LR95951,"Reith, John  C.",Rifkin Weiner Livingston LLC,Cable Telecommunications Association,11/01/16-10/31/17
LR95954,"Reith, John  C.",Rifkin Weiner Livingston LLC,Children's National Health System,11/01/16-10/31/17
LR96851,"Reith, John  C.",Rifkin Weiner Livingston LLC,Envirotest Systems Holdings Corp.,11/01/16-10/31/17
LR96855,"Reith, John  C.",Rifkin Weiner Livingston LLC,FedEx Corporation,11/01/16-10/31/17
LR96984,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Gaudenzia, Inc.",11/01/16-10/31/17
LR97038,"Reith, John  C.",Rifkin Weiner Livingston LLC,Grocery Manufacturers Association,11/01/16-10/31/17
LR97066,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Maryland Association of Realtors, Inc.",11/01/16-10/31/17
LR97140,"Reith, John  C.",Rifkin Weiner Livingston LLC,Pharmaceutical Care Management Association (PCMA),11/01/16-10/31/17
LR97142,"Reith, John  C.",Rifkin Weiner Livingston LLC,Rivada  Networks,11/01/16-10/31/17
LR97151,"Reith, John  C.",Rifkin Weiner Livingston LLC,Washington Area New Automobile Dealers Association (WANADA),11/01/16-10/31/17
LR139472,"Reith, John  C.",Rifkin Weiner Livingston LLC,HealthSouth Corporation,07/01/17-10/31/17
LR139493,"Reith, John  C.",Rifkin Weiner Livingston LLC,Bruce & Merrilees Electric Company,07/11/17-10/31/17
LR139550,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Park Heights Partners, LLC",08/14/17-10/31/17
LR97138,"Reith, John  C.",Rifkin Weiner Livingston LLC,Optotraffic LLC,11/01/16-10/31/17
LR95975,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Chimes, The",11/01/16-10/31/17
LR96842,"Reith, John  C.",Rifkin Weiner Livingston LLC,Education Affiliates/Fortis College,11/01/16-10/31/17
LR139616,"Reith, John  C.",Rifkin Weiner Livingston LLC,Brewers Association of Maryland,09/12/17-10/31/17
LR97133,"Reith, John  C.",Rifkin Weiner Livingston LLC,Maryland Care Inc. dba Maryland Physicians Care,11/01/16-10/31/17
LR97135,"Reith, John  C.",Rifkin Weiner Livingston LLC,Maryland Jockey Club,11/01/16-10/31/17
LR97141,"Reith, John  C.",Rifkin Weiner Livingston LLC,Pivot Physical Therapy,11/01/16-10/31/17
LR97144,"Reith, John  C.",Rifkin Weiner Livingston LLC,SAS Institute Inc.,11/01/16-10/31/17
LR97146,"Reith, John  C.",Rifkin Weiner Livingston LLC,Security Development Corporation,11/01/16-10/31/17
LR97149,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Uber Technologies, Inc.",11/01/16-10/31/17
LR97150,"Reith, John  C.",Rifkin Weiner Livingston LLC,VALIC,11/01/16-10/31/17
LR95952,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Canton Group, The",11/01/16-10/31/17
LR95971,"Reith, John  C.",Rifkin Weiner Livingston LLC,CGI Technologies and Solutions Inc.,11/01/16-10/31/17
LR96832,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Deepwater Wind, LLC",11/01/16-10/31/17
LR96858,"Reith, John  C.",Rifkin Weiner Livingston LLC,Food & Friends Inc.,11/01/16-10/31/17
LR95966,"Reith, John  C.",Rifkin Weiner Livingston LLC,Century Engineering,11/01/16-10/31/17
LR96814,"Reith, John  C.",Rifkin Weiner Livingston LLC,Apollo Group/University of Phoenix,11/01/16-10/31/17
LR96835,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Diamond Drugs, Inc.",11/01/16-10/31/17
LR139506,"Reith, John  C.",Rifkin Weiner Livingston LLC,Montgomery Park,08/01/17-10/31/17
LR139589,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Humanim, Inc.",09/01/17-10/31/17
LR97132,"Reith, John  C.",Rifkin Weiner Livingston LLC,Maryland Automobile Dealers Association,11/01/16-10/31/17
LR97134,"Reith, John  C.",Rifkin Weiner Livingston LLC,Maryland Hospital Association,11/01/16-10/31/17
LR97136,"Reith, John  C.",Rifkin Weiner Livingston LLC,Maryland Wineries Association,11/01/16-10/31/17
LR97137,"Reith, John  C.",Rifkin Weiner Livingston LLC,Mid-Atlantic Health Care,11/01/16-10/31/17
LR97143,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Sada Systems, Inc.",11/01/16-10/31/17
LR97145,"Reith, John  C.",Rifkin Weiner Livingston LLC,Scientific Games International,11/01/16-10/31/17
LR97152,"Reith, John  C.",Rifkin Weiner Livingston LLC,Waste Management of Maryland,11/01/16-10/31/17
LR95964,"Reith, John  C.",Rifkin Weiner Livingston LLC,"CBAC Gaming, LLC (Horseshoe Casino)",11/01/16-10/31/17
LR96821,"Reith, John  C.",Rifkin Weiner Livingston LLC,Baltimore Symphony Orchestra,11/01/16-10/31/17
LR96824,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Columbia Gas Transmission, LLC",11/01/16-10/31/17
LR96839,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Dominion Resources Services, Inc.",11/01/16-10/31/17
LR96845,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Enterprise RAC Company of Baltimore, LLC",11/01/16-10/31/17
LR96968,"Reith, John  C.",Rifkin Weiner Livingston LLC,FTS Fiber,11/01/16-10/31/17
LR97139,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Pepco Holdings, Inc.",11/01/16-10/31/17
LR97147,"Reith, John  C.",Rifkin Weiner Livingston LLC,Sheppard Pratt Health System,11/01/16-10/31/17
LR97148,"Reith, John  C.",Rifkin Weiner Livingston LLC,Maryland Tech Council,11/01/16-10/31/17
LR108842,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Lexington Law (John C. Heath, Attorney at Law, PLLC dba Lexington Law Firm)",01/16/17-10/31/17
LR139536,"Reith, John  C.",Rifkin Weiner Livingston LLC,"Info Tech, Inc.",08/01/17-10/31/17
LR108821,"Renderos, William F",Casa de Maryland,CASA De Maryland,01/18/17-06/30/17
LR97322,Retirement Planning Coalition,Retirement Planning Coalition,Retirement Planning Coalition,11/01/16-10/31/17
LR98584,"Reynolds, Patrick Thomas",AFT-Maryland,AFT Maryland,01/11/17-01/23/17
LR97912,"Richardson, Jr., Lawrence Anthony",Maryland Chamber of Commerce,Maryland Chamber of Commerce,11/04/16-10/31/17
LR96540,"Riddick, Major F.",Strategic Solutions Center,Prince George's County Council,11/01/16-10/31/17
LR96578,"Riddick, Major F.",Strategic Solutions Center,Washington Suburban Sanitary Commission,11/01/16-10/31/17
LR96551,"Riddick, Major F.",Strategic Solutions Center,"GANTECH, Inc.",11/01/16-10/31/17
LR96565,"Riddick, Major F.",Strategic Solutions Center,SAGITEC,11/01/16-10/31/17
LR96571,"Riddick, Major F.",Strategic Solutions Center,"MYTHICS, INC.",11/01/16-01/13/17
LR95707,"Riddick, Major F.",Strategic Solutions Center,"Oakland Consulting, Inc.",11/01/16-11/09/16
LR108947,"Riddle, Gary",Indivior Inc.,"Indivior, Inc.",01/30/17-10/31/17
LR97423,"Rifkin, Brad","Rifkin Weiner Livingston, LLC","Cal Ripkin, Sr. Foundation",11/01/16-10/31/17
LR97437,"Rifkin, Brad","Rifkin Weiner Livingston, LLC","CBAC Gaming, LLC (Horseshoe Casino)",11/01/16-10/31/17
LR97559,"Rifkin, Brad","Rifkin Weiner Livingston, LLC","Enterprise RAC Company of Baltimore, LLC",11/01/16-10/31/17
LR97605,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Maryland Pawnbrokers Association,11/01/16-10/31/17
LR108844,"Rifkin, Brad",Rifkin Weiner Livingston LLC,"Lexington Law (John C. Heath, Attorney at Law, PLLC dba Lexington Law Firm)",01/16/17-10/31/17
LR139590,"Rifkin, Brad",Rifkin Weiner Livingston LLC,"Humanim, Inc.",09/01/17-10/31/17
LR97446,"Rifkin, Brad","Rifkin Weiner Livingston, LLC","Chimes, The",11/01/16-10/31/17
LR97615,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Pharmaceutical Care Management Association (PCMA),11/01/16-10/31/17
LR97616,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Rivada  Networks,11/01/16-10/31/17
LR97632,"Rifkin, Brad","Rifkin Weiner Livingston, LLC","Walden University/Laureate Education, Inc.",11/01/16-10/31/17
LR98645,"Rifkin, Brad",Rifkin Weiner Livingston LLC,Maryland Wineries Association,01/02/17-10/31/17
LR97450,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Education Affiliates/Fortis College,11/01/16-10/31/17
LR97571,"Rifkin, Brad","Rifkin Weiner Livingston, LLC","Facebook, Inc.",11/01/16-10/31/17
LR97582,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Grocery Manufacturers Association,11/01/16-10/31/17
LR97585,"Rifkin, Brad","Rifkin Weiner Livingston, LLC","Maryland Association of Realtors, Inc.",11/01/16-10/31/17
LR97594,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Maryland Care Inc. dba Maryland Physicians Care,11/01/16-10/31/17
LR97622,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",SAS Institute Inc.,11/01/16-10/31/17
LR97634,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Washington Area New Automobile Dealers Association (WANADA),11/01/16-10/31/17
LR97636,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Waste Management of Maryland,11/01/16-10/31/17
LR97443,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Children's National Health System,11/01/16-10/31/17
LR97447,"Rifkin, Brad","Rifkin Weiner Livingston, LLC","Columbia Gas Transmission, LLC",11/01/16-10/31/17
LR97565,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Envirotest Systems Holdings Corp.,11/01/16-10/31/17
LR97576,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",FedEx Corporation,11/01/16-10/31/17
LR97578,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Food & Friends,11/01/16-10/31/17
LR97603,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Maryland Jockey Club,11/01/16-10/31/17
LR97608,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Mid-Atlantic Health Care,11/01/16-10/31/17
LR97629,"Rifkin, Brad","Rifkin Weiner Livingston, LLC","Uber Technologies, Inc.",11/01/16-10/31/17
LR97630,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",VALIC,11/01/16-10/31/17
LR97416,"Rifkin, Brad","Rifkin Weiner Livingston, LLC","Alkermes, Inc.",11/01/16-10/31/17
LR97419,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Apollo Group/University of Phoenix,11/01/16-10/31/17
LR97431,"Rifkin, Brad","Rifkin Weiner Livingston, LLC","Canton Group, The",11/01/16-10/31/17
LR97580,"Rifkin, Brad","Rifkin Weiner Livingston, LLC","Gaudenzia, Inc.",11/01/16-10/31/17
LR97590,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Maryland Automobile Dealers Association,11/01/16-10/31/17
LR97620,"Rifkin, Brad","Rifkin Weiner Livingston, LLC","Sada Systems, Inc.",11/01/16-10/31/17
LR97625,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Scientific Games International,11/01/16-10/31/17
LR97627,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Security Development Corporation,11/01/16-10/31/17
LR97628,"Rifkin, Brad","Rifkin Weiner Livingston, LLC",Maryland Tech Council,11/01/16-10/31/17
LR139553,"Rifkin, Brad",Rifkin Weiner Livingston LLC,"Park Heights Partners, LLC",08/14/17-10/31/17
LR139497,"Rivera, Norman David","The Law Offices of Norman D. Rivera, LLC",Streamlink Software,06/20/17-10/31/17
LR95818,"Rivkin, Deborah R",CareFirst BlueCross BlueShield,CareFirst BlueCross BlueShield,11/01/16-10/31/17
LR96126,"Robbins, Mike",Maryland Hospital Association,Maryland Hospital Association,11/01/16-10/31/17
LR98552,"Roberts, Paul L.",N/A,Citizen Shale,12/20/16-10/31/17
LR96324,"Roberts, Carl D",Roberts Consulting,NorthBay Adventure,11/01/16-10/31/17
LR97474,"Robinson, Kimberly Y","Funk & Bolton, P.A",Alliance of Maryland Dental Plans,11/01/16-06/23/17
LR97476,"Robinson, Kimberly Y","Funk & Bolton, P.A",USAA,11/01/16-06/23/17
LR98660,"Robinson, Kimberly Y","Funk & Bolton, P.A.",America's Health Insurance Plans,01/06/17-06/23/17
LR97472,"Robinson, Kimberly Y","Funk & Bolton, P.A","League of Life & Health Insurers of Maryland, Inc.",11/01/16-06/23/17
LR97475,"Robinson, Kimberly Y","Funk & Bolton, P.A",American Council of Life Insurers,11/01/16-06/23/17
LR97384,"Robinson, Kimberly Y","Funk & Bolton, P.A",Maryland Insurance Alliance,11/01/16-06/23/17
